User,GestureID,GestureName,Score
s11,6,right_sq_bracket,1
s11,6,star,1
s11,6,triangle,1
s11,6,v,1
s11,6,x,1
s11,7,accuracy,0
s11,7,arrow,1
s11,7,caret,1
s11,7,check,1
s11,7,circle,1
s11,7,delete_mark,1
s11,7,left_curly_brace,1
s11,7,left_sq_bracket,1
s11,7,pigtail,1
s11,7,question_mark,1
s11,7,rectangle,1
s11,7,right_curly_brace,1
s11,7,right_sq_bracket,1
s11,7,star,1
s11,7,triangle,1
s11,7,v,1
s11,7,x,1
s11,8,accuracy,0
s11,8,arrow,1
s11,8,caret,1
s11,8,check,1
s11,8,circle,1
s11,8,delete_mark,1
s11,8,left_curly_brace,1
s11,8,left_sq_bracket,1
s11,8,pigtail,1
s11,8,question_mark,1
s11,8,rectangle,1
s11,8,right_curly_brace,1
s11,8,right_sq_bracket,1
s11,8,star,1
s11,8,triangle,1
s11,8,v,1
s11,8,x,1
s11,9,accuracy,0
s11,9,arrow,1
s11,9,caret,1
s11,9,check,1
s11,9,circle,1
s11,9,delete_mark,1
s11,9,left_curly_brace,1
s11,9,left_sq_bracket,1
s11,9,pigtail,1
s11,9,question_mark,1
s11,9,rectangle,1
s11,9,right_curly_brace,1
s11,9,right_sq_bracket,1
s11,9,star,1
s11,9,triangle,1
s11,9,v,1
s11,9,x,1
